BN,School_Year,Start_Date,Overall_Rating,Indicator_1.1,Indicator_1.2,Indicator_1.3,Indicator_1.4,Indicator_1.5,Indicator_1.6,Indicator_1.7,IndicatorOverall_1,Indicator_2.1,Indicator_2.2,Indicator_2.3,Indicator_2.4,Indicator_2.5,Indicator_2.6,Indicator_2.7,IndicatorOverall_2,Indicator_3.1,Indicator_3.2,Indicator_3.3,Indicator_3.4,Indicator_3.5,Indicator_3.6,Indicator_3.7,Indicator_3.8,IndicatorOverall_3,Indicator_4.1,Indicator_4.2,Indicator_4.3,Indicator_4.4,Indicator_4.5,Indicator_4.6,Indicator_4.7,IndicatorOverall_4,Indicator_5.1,Indicator_5.2,Indicator_5.3,Indicator_5.4,Indicator_5.5,Indicator_5.6,Indicator_5.7,IndicatorOverall_5
K821,08/01/2007 12:00:00 AM,03/24/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,P,P,WD,P,WD,WD,P,WD,WD,WD,WD,WD,WD,P,WD,WD,P,WD,No Data,WD,P,P,P,WD,P,P,P,P,WD,P,WD,WD,WD,WD,WD,WD
M012,08/01/2007 12:00:00 AM,03/24/2008 12:00:00 AM,WD,O,0,0,WD,WD,WD,WD,WD,P,P,WD,P,WD,WD,WD,P,O,O,WD,WD,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD
M411,08/01/2007 12:00:00 AM,03/24/2008 12:00:00 AM,WD,O,WD,0,O,O,WD,WD,WD,WD,O,WD,WD,O,O,O,WD,WD,O,O,WD,O,O,O,No Data,O,O,O,O,O,O,O,WD,O,O,WD,WD,WD,O,WD,O,WD
Q077,08/01/2007 12:00:00 AM,03/24/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
Q088,08/01/2007 12:00:00 AM,03/24/2008 12:00:00 AM,WD,WD,WD,WD,P,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD
Q227,08/01/2007 12:00:00 AM,03/24/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,WD,No Data,WD,WD,O,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
Q229,08/01/2007 12:00:00 AM,03/24/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,P,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD
Q230,08/01/2007 12:00:00 AM,03/24/2008 12:00:00 AM,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,P,WD,P,P,P,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
Q256,08/01/2007 12:00:00 AM,03/24/2008 12:00:00 AM,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,O,WD,WD,WD,O,WD,No Data,WD,WD,WD,WD,WD,O,O,O,WD,WD,WD,WD,WD,WD,WD,O,WD
R022,08/01/2007 12:00:00 AM,03/24/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD
X010,08/01/2007 12:00:00 AM,03/24/2008 12:00:00 AM,WD,WD,WD,WD,P,WD,WD,P,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
X086,08/01/2007 12:00:00 AM,03/24/2008 12:00:00 AM,WD,WD,WD,O,WD,WD,WD,WD,WD,WD,WD,O,P,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,P,No Data,WD,WD,WD,O,O,WD,O,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
X089,08/01/2007 12:00:00 AM,03/24/2008 12:00:00 AM,WD,WD,WD,WD,P,WD,WD,WD,WD,P,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,WD,WD,WD,P,WD,WD,WD,WD,WD,P,P,P,P,P,P,WD,P
X095,08/01/2007 12:00:00 AM,03/24/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,P,WD,WD,WD,No Data,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD
X218,08/01/2007 12:00:00 AM,03/24/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,P,WD,WD,WD,WD,WD,UPF,P,WD,WD,WD,UPF,WD,P
X368,08/01/2007 12:00:00 AM,03/24/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD
X551,08/01/2007 12:00:00 AM,03/24/2008 12:00:00 AM,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,WD,O,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
K270,08/01/2007 12:00:00 AM,03/25/2008 12:00:00 AM,P,WD,WD,WD,P,WD,P,P,P,WD,WD,WD,WD,P,P,P,P,P,P,WD,UPF,WD,P,WD,No Data,P,WD,WD,WD,P,P,P,WD,P,WD,WD,WD,P,P,WD,WD,WD
K454,08/01/2007 12:00:00 AM,03/25/2008 12:00:00 AM,P,P,P,P,UPF,P,P,UPF,P,P,P,WD,P,P,WD,P,P,P,WD,P,UPF,P,WD,P,No Data,P,P,WD,WD,P,P,P,WD,P,P,P,P,P,P,P,WD,P
K561,08/01/2007 12:00:00 AM,03/25/2008 12:00:00 AM,WD,O,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD
M191,08/01/2007 12:00:00 AM,03/25/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,P,P,WD,WD,WD,WD,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD
M293,08/01/2007 12:00:00 AM,03/25/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,P,WD,WD,WD,WD,WD,P,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,UPF,P,P,P,P,UPF,P,P
M412,08/01/2007 12:00:00 AM,03/25/2008 12:00:00 AM,P,P,WD,P,P,P,P,P,P,P,P,WD,P,P,P,P,P,P,WD,P,P,WD,WD,WD,No Data,P,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,P,P,P,WD,P
M541,08/01/2007 12:00:00 AM,03/25/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,P,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD
X145,08/01/2007 12:00:00 AM,03/25/2008 12:00:00 AM,P,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,P,WD,P,P,WD,WD,P,No Data,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,WD,WD,WD,P
K113,08/01/2007 12:00:00 AM,03/26/2008 12:00:00 AM,P,WD,P,P,P,WD,WD,P,P,P,P,P,P,WD,WD,P,P,P,P,P,P,WD,WD,WD,No Data,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P,P
K308,08/01/2007 12:00:00 AM,03/26/2008 12:00:00 AM,WD,WD,WD,WD,P,P,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,O,P,WD,P,WD,WD,WD,WD,WD,WD,WD
M312,08/01/2007 12:00:00 AM,03/26/2008 12:00:00 AM,P,P,WD,P,P,P,P,P,P,P,P,WD,P,P,P,P,P,P,WD,P,P,WD,WD,WD,No Data,P,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,P,P,P,WD,P
K016,08/01/2007 12:00:00 AM,03/27/2008 12:00:00 AM,P,WD,O,WD,P,WD,P,WD,WD,P,WD,WD,P,WD,P,P,P,WD,WD,WD,P,P,O,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,P,P,P,WD,P
K124,08/01/2007 12:00:00 AM,03/27/2008 12:00:00 AM,P,P,P,P,P,UPF,WD,P,P,UPF,P,P,P,P,P,P,P,P,P,P,UPF,P,WD,WD,No Data,P,P,P,P,P,P,WD,P,P,UPF,UPF,P,P,UPF,UPF,P,UPF
K166,08/01/2007 12:00:00 AM,03/27/2008 12:00:00 AM,P,WD,WD,WD,WD,P,P,WD,WD,WD,WD,P,P,P,P,P,P,WD,P,P,P,WD,P,P,No Data,P,WD,WD,WD,WD,P,P,WD,WD,WD,WD,P,P,P,P,WD,P
K266,08/01/2007 12:00:00 AM,03/27/2008 12:00:00 AM,P,P,0,P,UPF,P,P,P,P,P,P,UPF,P,P,P,P,P,P,UPF,P,UPF,P,WD,WD,No Data,P,P,P,P,P,P,WD,P,P,P,P,P,P,P,P,P,P
K309,08/01/2007 12:00:00 AM,03/27/2008 12:00:00 AM,P,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,WD,WD,No Data,P,P,P,P,WD,WD,WD,WD,P,WD,P,P,P,P,P,P,P
K442,08/01/2007 12:00:00 AM,03/27/2008 12:00:00 AM,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,P,WD,P,WD,WD,WD,No Data,WD,WD,WD,O,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD
K464,08/01/2007 12:00:00 AM,03/27/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,P,No Data,WD,WD,WD,WD,WD,P,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD
K577,08/01/2007 12:00:00 AM,03/27/2008 12:00:00 AM,P,WD,WD,WD,P,WD,WD,P,WD,P,WD,WD,P,WD,WD,WD,WD,P,UPF,P,P,P,WD,WD,No Data,P,P,P,WD,P,UPF,UPF,P,P,UPF,UPF,WD,WD,P,UPF,P,P
M084,08/01/2007 12:00:00 AM,03/27/2008 12:00:00 AM,P,WD,P,P,UPF,UPF,P,P,P,WD,P,WD,P,P,UPF,P,P,WD,O,WD,WD,WD,WD,P,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,UPF,UPF,P,P,P
M123,08/01/2007 12:00:00 AM,03/27/2008 12:00:00 AM,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,P,WD,WD,WD,No Data,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,O,WD
M188,08/01/2007 12:00:00 AM,03/27/2008 12:00:00 AM,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD
Q078,08/01/2007 12:00:00 AM,03/27/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
Q282,08/01/2007 12:00:00 AM,03/27/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,O,WD,WD,WD,WD,WD,WD,P,WD,O,O,No Data,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,P,WD,WD,WD,WD,O,WD
Q811,08/01/2007 12:00:00 AM,03/27/2008 12:00:00 AM,O,O,O,O,WD,O,WD,O,O,O,O,O,O,O,O,O,O,O,WD,O,O,O,O,WD,No Data,O,O,O,WD,O,O,O,O,O,O,O,O,O,O,O,O,O
X003,08/01/2007 12:00:00 AM,03/27/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
X326,08/01/2007 12:00:00 AM,03/27/2008 12:00:00 AM,P,P,P,P,UPF,P,UPF,P,P,P,P,P,UPF,P,P,P,P,P,P,P,UPF,P,P,P,No Data,P,P,P,P,WD,P,UPF,P,P,UPF,UPF,UPF,UPF,UPF,UPF,P,UPF
X331,08/01/2007 12:00:00 AM,03/27/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,WD,WD,WD,WD,O,WD,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD
X505,08/01/2007 12:00:00 AM,03/27/2008 12:00:00 AM,P,P,P,P,P,P,P,UPF,P,P,P,P,WD,WD,P,WD,P,P,P,WD,UPF,WD,WD,P,No Data,P,WD,WD,WD,P,WD,WD,P,WD,UPF,P,P,P,P,P,WD,P
K041,08/01/2007 12:00:00 AM,03/31/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD
K066,08/01/2007 12:00:00 AM,03/31/2008 12:00:00 AM,WD,WD,WD,WD,P,P,WD,WD,WD,P,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,P,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD
K067,08/01/2007 12:00:00 AM,03/31/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,P,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,P,WD,P,P,P,WD,WD,WD,WD,P
K110,08/01/2007 12:00:00 AM,03/31/2008 12:00:00 AM,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
K171,08/01/2007 12:00:00 AM,03/31/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,P,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
K234,08/01/2007 12:00:00 AM,03/31/2008 12:00:00 AM,WD,WD,WD,WD,P,P,P,WD,P,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,O,O,WD,P,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
K318,08/01/2007 12:00:00 AM,03/31/2008 12:00:00 AM,WD,O,WD,WD,P,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,WD,WD,WD,O,WD,WD,O,O,O,No Data,WD,P,WD,WD,O,WD,O,WD,WD,WD,WD,WD,WD,O,WD,O,WD
K463,08/01/2007 12:00:00 AM,03/31/2008 12:00:00 AM,P,WD,WD,WD,WD,WD,P,P,WD,UPF,P,P,UPF,P,P,P,P,P,WD,WD,UPF,P,WD,P,No Data,P,WD,P,P,WD,P,P,WD,P,UPF,UPF,P,P,P,UPF,UPF,UPF
K478,08/01/2007 12:00:00 AM,03/31/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,WD,WD,WD,O,WD,O,No Data,WD,WD,WD,WD,WD,O,O,O,WD,WD,WD,WD,WD,WD,WD,WD,WD
K497,08/01/2007 12:00:00 AM,03/31/2008 12:00:00 AM,P,P,P,P,WD,WD,P,P,P,P,P,P,P,P,P,P,P,WD,WD,WD,P,P,WD,WD,No Data,WD,WD,WD,WD,P,WD,WD,WD,WD,P,P,P,P,P,P,WD,P
K505,08/01/2007 12:00:00 AM,03/31/2008 12:00:00 AM,WD,WD,WD,O,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,P,No Data,WD,WD,P,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD,P,WD,P
K543,08/01/2007 12:00:00 AM,03/31/2008 12:00:00 AM,WD,WD,WD,0,WD,O,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,O,P,O,WD,WD,No Data,WD,WD,WD,WD,WD,O,WD,O,WD,WD,WD,WD,P,O,O,O,WD
K554,08/01/2007 12:00:00 AM,03/31/2008 12:00:00 AM,WD,WD,WD,WD,P,WD,WD,WD,WD,P,WD,WD,WD,O,WD,WD,WD,WD,WD,WD,P,WD,O,WD,No Data,WD,WD,WD,WD,WD,O,O,WD,WD,P,P,WD,WD,WD,WD,WD,WD
M258,08/01/2007 12:00:00 AM,03/31/2008 12:00:00 AM,WD,WD,WD,WD,P,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,P,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD,P,WD,P
M332,08/01/2007 12:00:00 AM,03/31/2008 12:00:00 AM,P,WD,P,P,P,WD,WD,UPF,P,UPF,P,WD,P,WD,UPF,P,P,P,WD,P,UPF,WD,P,P,No Data,P,P,WD,WD,WD,WD,UPF,WD,P,UPF,P,P,UPF,P,WD,WD,P
Q084,08/01/2007 12:00:00 AM,03/31/2008 12:00:00 AM,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,P,P,P,WD,P,WD,WD,P,WD,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,P,P,P,WD,P
Q445,08/01/2007 12:00:00 AM,03/31/2008 12:00:00 AM,P,P,WD,WD,UPF,P,P,UPF,P,UPF,WD,P,UPF,WD,P,P,P,P,WD,P,P,P,WD,P,No Data,P,WD,WD,WD,WD,WD,WD,WD,WD,UPF,P,WD,P,P,UPF,WD,P
Q896,08/01/2007 12:00:00 AM,03/31/2008 12:00:00 AM,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,WD,P,P,WD,P,WD,WD,WD,P,WD,WD,P,P,P,P,WD,P
X109,08/01/2007 12:00:00 AM,03/31/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,P,WD,WD,P,WD,WD,WD,WD,P,No Data,WD,WD,WD,WD,O,WD,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD
X126,08/01/2007 12:00:00 AM,03/31/2008 12:00:00 AM,P,WD,WD,WD,P,P,P,P,P,P,WD,WD,P,WD,P,P,P,WD,WD,P,P,WD,P,P,No Data,P,P,P,P,P,WD,P,WD,P,P,P,WD,WD,P,P,WD,P
X141,08/01/2007 12:00:00 AM,03/31/2008 12:00:00 AM,P,WD,P,P,P,P,P,P,P,WD,P,P,P,P,P,P,P,WD,WD,WD,P,P,WD,WD,No Data,WD,WD,WD,P,WD,WD,WD,WD,WD,P,P,P,P,P,P,WD,P
X242,08/01/2007 12:00:00 AM,03/31/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,WD,P,WD,WD,WD,WD,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
X280,08/01/2007 12:00:00 AM,03/31/2008 12:00:00 AM,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
K075,08/01/2007 12:00:00 AM,04/01/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD
M301,08/01/2007 12:00:00 AM,04/01/2008 12:00:00 AM,UPF,UPF,WD,WD,UPF,P,UPF,UPF,UPF,UPF,P,WD,P,WD,P,WD,P,P,WD,P,UPF,WD,WD,P,No Data,P,P,P,WD,WD,WD,P,WD,P,UPF,UPF,P,UPF,UPF,UPF,P,UPF
X226,08/01/2007 12:00:00 AM,04/01/2008 12:00:00 AM,P,WD,WD,WD,WD,P,WD,P,WD,P,P,P,P,WD,WD,WD,P,P,WD,WD,P,WD,WD,P,No Data,P,WD,WD,P,WD,P,P,P,P,UPF,UPF,P,P,P,P,WD,P
K105,08/01/2007 12:00:00 AM,04/02/2008 12:00:00 AM,WD,O,WD,O,WD,WD,WD,WD,WD,P,WD,P,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,WD,O,No Data,WD,WD,WD,O,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD
Q012,08/01/2007 12:00:00 AM,04/02/2008 12:00:00 AM,WD,WD,WD,WD,P,WD,P,WD,WD,WD,WD,WD,P,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,No Data,WD,WD,WD,P,WD,WD,WD,WD,WD,P,P,WD,WD,P,P,WD,P
Q056,08/01/2007 12:00:00 AM,04/02/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,O,WD,O,WD,WD,WD,O,O,O,WD,WD,O,WD,WD,O,WD,WD,No Data,WD,O,O,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,WD,WD,O,WD
Q286,08/01/2007 12:00:00 AM,04/02/2008 12:00:00 AM,P,P,P,P,UPF,UPF,P,P,P,P,P,WD,P,P,WD,WD,P,WD,WD,P,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,P,P,P,P,WD,P
X325,08/01/2007 12:00:00 AM,04/02/2008 12:00:00 AM,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,P,WD,P,WD,WD,WD,P,P,WD,WD,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
K009,08/01/2007 12:00:00 AM,04/03/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,O,WD,P,WD,WD,WD,No Data,WD,WD,O,WD,WD,WD,WD,O,WD,P,P,P,P,P,P,WD,P
K035,08/01/2007 12:00:00 AM,04/03/2008 12:00:00 AM,P,WD,WD,P,UPF,P,P,WD,P,P,WD,WD,P,WD,P,WD,P,WD,P,P,WD,WD,WD,P,No Data,P,P,WD,WD,WD,P,WD,P,P,P,P,WD,WD,WD,WD,WD,WD
K130,08/01/2007 12:00:00 AM,04/03/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,P,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD
K192,08/01/2007 12:00:00 AM,04/03/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,P,P,WD,WD,P,P,WD,WD,WD,WD,WD,WD,O,No Data,WD,P,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,P,WD
K215,08/01/2007 12:00:00 AM,04/03/2008 12:00:00 AM,P,WD,WD,P,P,P,P,P,P,P,P,WD,WD,P,WD,WD,P,WD,WD,P,P,WD,WD,WD,No Data,WD,P,P,WD,WD,WD,WD,WD,WD,P,P,P,P,UPF,UPF,P,P
K267,08/01/2007 12:00:00 AM,04/03/2008 12:00:00 AM,P,WD,WD,WD,P,WD,P,WD,WD,P,WD,WD,WD,WD,P,P,P,WD,P,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,WD,P,WD,P,P,P,P,WD,P,WD,P
K301,08/01/2007 12:00:00 AM,04/03/2008 12:00:00 AM,UPF,P,P,P,UPF,P,UPF,UPF,P,UPF,P,P,UPF,UPF,P,P,P,UPF,UPF,UPF,UPF,P,P,UPF,No Data,UPF,UPF,UPF,P,P,P,UPF,UPF,UPF,UPF,P,UPF,UPF,P,UPF,UPF,UPF
K353,08/01/2007 12:00:00 AM,04/03/2008 12:00:00 AM,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,WD,WD,WD,P,WD,WD,WD,WD,P,WD,WD,WD,No Data,WD,WD,WD,WD,WD,WD,P,WD,WD,P,P,WD,WD,WD,WD,WD,WD
K385,08/01/2007 12:00:00 AM,04/03/2008 12:00:00 AM,P,P,P,P,P,P,P,P,P,P,P,P,P,P,WD,WD,P,P,P,P,UPF,P,P,P,No Data,P,P,P,P,P,P,P,P,P,P,P,P,P,P,UPF,P,P
M217,08/01/2007 12:00:00 AM,04/03/2008 12:00:00 AM,WD,WD,WD,P,UPF,P,P,WD,P,P,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,WD,O,WD,No Data,WD,WD,WD,WD,WD,WD,WD,WD,WD,P,P,WD,WD,WD,WD,WD,WD
M243,08/01/2007 12:00:00 AM,04/03/2008 12:00:00 AM,P,P,P,P,P,UPF,UPF,P,P,P,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,WD,O,WD,No Data,WD,WD,WD,WD,P,WD,WD,WD,WD,P,P,P,P,WD,UPF,WD,P
M344,08/01/2007 12:00:00 AM,04/03/2008 12:00:00 AM,U,UPF,P,P,UPF,UPF,UPF,UPF,UPF,U,UPF,UPF,UPF,UPF,UPF,UPF,UPF,P,UPF,UPF,UPF,UPF,UPF,P,No Data,UPF,UPF,P,UPF,UPF,UPF,UPF,UPF,UPF,U,U,U,UPF,UPF,U,UPF,U
